smiles,gap,mol_weight,exact_mass,polarizability,heat_formation,subset
CCCCCOC1CC1,11.75,128.21204000000006,128.120115132,15.77814,-187.79355,PQR–QM9 overlap
CCCCCOC=O,14.891000000000002,116.15828000000003,116.083729624,12.703308,-446.63638,PQR–QM9 overlap
CCCCCOCC,11.949,116.20134000000007,116.120115132,14.3408,-309.86479,PQR–QM9 overlap
CCCCCOCCC,11.924,130.2279,130.1357652,0.0,-331.74244,PQR–QM9 overlap
CCCCNC(=O)CC,14.123,129.20010000000005,129.115364105,15.12303,-320.75754,PQR–QM9 overlap
CCCCNC=O,14.049,101.14694000000006,101.084063977,11.447605,-251.99395,PQR–QM9 overlap
CCCCO,13.081,74.1216,74.07316494,8.729524,-276.08732,PQR–QM9 overlap
CCCCOC,12.009,88.14818000000001,88.088815004,10.639161,-259.503,PQR–QM9 overlap
CCCCOC(=O)CC,14.93,130.18486000000004,130.099379688,14.565601,-497.59626,PQR–QM9 overlap
CCCCOC(C)(C)C,11.984,130.22792000000004,130.135765196,16.128146,-358.08754,PQR–QM9 overlap
CCCCOC(C)C,11.971,116.20134000000007,116.120115132,14.32207,-323.67982,PQR–QM9 overlap
CCCCOC1(C)CC1,11.772,128.21204000000006,128.120115132,15.752041,-202.89189,PQR–QM9 overlap
CCCCOC1CC1,11.739,114.18546000000006,114.104465068,13.933407,-165.65795,PQR–QM9 overlap
CCCCOC1CCC1,11.918,128.21204000000006,128.120115132,15.651646,-235.98761,PQR–QM9 overlap
CCCCOC=O,11.602,102.13170000000004,102.06807956,10.861511,-425.4332,PQR–QM9 overlap
CCCCOCC,11.952000000000002,102.17476000000008,102.104465068,12.501499,-288.59026,PQR–QM9 overlap
CCCCOCC(C)C,11.92,130.22792000000004,130.135765196,16.156021,-333.84292,PQR–QM9 overlap
CCCCOCC=O,13.745,116.15828000000006,116.083729624,12.686224,-356.71212,PQR–QM9 overlap
CCCCOCCCC,11.916,130.22792000000004,130.135765196,16.189174,-331.04617,PQR–QM9 overlap
CCCCOCCCO,11.885,132.20074000000002,132.115029752,14.952252,-473.39753,PQR–QM9 overlap
CCCCOCCO,11.936,118.17416000000006,118.099379688,13.082826,-455.19866,PQR–QM9 overlap
CCCCn1cncn1,10.122,125.17164000000004,125.095297367,14.161015,138.14041,PQR–QM9 overlap
CCCCn1cnnc1,13.493,125.17164000000004,125.095297367,14.148149,132.97651,PQR–QM9 overlap
CCCNC(=O)C(C)C,14.117,129.20010000000005,129.115364105,15.10558,-326.12984,PQR–QM9 overlap
CCCNC(=O)C1CC1,13.812,127.18422000000004,127.099714041,14.716668,-175.61141,PQR–QM9 overlap
CCCNC(=O)CC,14.12,115.17352000000008,115.099714041,13.278949,-299.7884,PQR–QM9 overlap
CCCNC(=O)CCC,14.114,129.20010000000005,129.115364105,15.120431,-322.5707,PQR–QM9 overlap
CCCNC=O,13.842,87.12036000000003,87.068413913,9.225959,-152.80463,PQR–QM9 overlap
CCCO,16.394,60.095019999999984,60.057514876,6.8930810000000005,-255.66655,PQR–QM9 overlap
CCCOC,12.02,74.1216,74.07316494,8.798432,-239.04537,PQR–QM9 overlap
CCCOC(=O)C(C)C,11.511,130.18486,130.099379688,14.536427,-499.81264,PQR–QM9 overlap
CCCOC(=O)C1CC1,11.343,128.16898000000003,128.083729624,14.161246,-349.55225,PQR–QM9 overlap
CCCOC(=O)CC,14.944,116.15828000000006,116.083729624,12.714519,-476.98141,PQR–QM9 overlap
CCCOC(=O)CCC,14.94,130.18486,130.099379688,14.561717,-499.08637,PQR–QM9 overlap
CCCOC(C)(C)C,11.993,116.20134000000007,116.120115132,14.286488,-337.58415,PQR–QM9 overlap
CCCOC(C)C,11.98,102.17476000000008,102.104465068,12.479079,-303.11362,PQR–QM9 overlap
CCCOC1(C)CC1,11.807,114.18546000000008,114.104465068,13.908486,-182.71737,PQR–QM9 overlap
CCCOC1(C)CCC1,11.934,128.2120400000001,128.120115132,15.613986,-253.75799,PQR–QM9 overlap
CCCOC1CC1,11.529,100.15888000000008,100.088815004,12.114089,-141.94504,PQR–QM9 overlap
CCCOC1CCC1,11.927,114.18546000000008,114.104465068,13.806917,-215.25991,PQR–QM9 overlap
CCCOC1CCCC1,11.944,128.2120400000001,128.120115132,15.611728,-294.24503,PQR–QM9 overlap
CCCOC=O,14.919999999999998,88.10512000000004,88.052429496,9.009151,-404.97098,PQR–QM9 overlap
CCCOCC(C)(C)C,11.911,130.22792000000007,130.135765196,16.108613,-338.78463,PQR–QM9 overlap
CCCOCC(C)C,11.929,116.20134000000007,116.120115132,14.31286,-313.2108,PQR–QM9 overlap
CCCOCCC,11.935,102.17476000000003,102.104465068,12.500853,-289.91804,PQR–QM9 overlap
CCCOCCC(C)C,11.919,130.22792000000007,130.135765196,16.16122,-333.44293,PQR–QM9 overlap
CCCOCCO,11.646,104.14758000000006,104.083729624,11.248793,-422.87357,PQR–QM9 overlap
CCCc1ccccc1,9.453,120.19158000000006,120.093900384,15.935284,14.28464,PQR–QM9 overlap
CCCc1ccncc1,10.007,121.17964000000006,121.089149357,15.178655,48.07368,PQR–QM9 overlap
CCN(C=O)CC,13.67,101.14694000000006,101.084063977,11.511083,-239.45151,PQR–QM9 overlap
CCN1C(=O)C=CC1=O,11.944,125.12528000000005,125.047678469,12.900758,-242.69126,PQR–QM9 overlap
CCN1C(=O)CCC1=O,10.218,127.14116000000006,127.063328533,13.19089,-411.89205,PQR–QM9 overlap
CCN1CC1,15.218,71.12096000000004,71.073499293,8.94121,97.33332,PQR–QM9 overlap
CCN1CCCC1=O,13.666999999999998,113.15764000000006,113.084063977,12.812757,-239.64366,PQR–QM9 overlap
CCNC(=O)C(C)(C)C,14.077,129.20010000000005,129.115364105,15.060417,-327.14733,PQR–QM9 overlap
CCNC(=O)C(C)C,14.144,115.17352000000004,115.099714041,13.268583,-304.82784,PQR–QM9 overlap
CCNC(=O)C1(C)CC1,14.05,127.18422000000004,127.099714041,14.686651,-184.23506,PQR–QM9 overlap
CCNC(=O)C1CC1,13.822,113.15764000000004,113.084063977,12.874293,-155.2025,PQR–QM9 overlap
CCNC(=O)C1CCC1,14.058,127.18422000000004,127.099714041,14.571665,-217.47459,PQR–QM9 overlap
CCNC(=O)CC,14.124,101.14694000000006,101.084063977,11.439431,-279.38814,PQR–QM9 overlap
CCNC(=O)CC(C)C,14.155,129.20010000000005,129.115364105,15.086031,-328.96574,PQR–QM9 overlap
CCNC(=O)OC,10.553,103.11976000000004,103.063328533,10.244373,-413.63009,PQR–QM9 overlap
CCNC=O,10.751,73.09378000000004,73.052763849,7.755796,-195.19207,PQR–QM9 overlap
CCNc1ccccc1,8.644,121.17964000000003,121.089149357,15.697582,65.2484,PQR–QM9 overlap
CCO,0.0,46.06843999999999,46.041864812,4.847431,-45.96266,PQR–QM9 overlap
CCO,13.157,46.06844,46.041864812,5.060739,-233.76071,PQR–QM9 overlap
CCOC(=O)C(C)(C)C,11.408,130.18486000000004,130.099379688,14.499078,-503.39203,PQR–QM9 overlap
CCOC(=O)C(C)C,11.497,116.15828000000006,116.083729624,12.693146,-478.62001,PQR–QM9 overlap
CCOC(=O)C1(C)CC1,14.601,128.16898000000003,128.083729624,14.134896,-354.03143,PQR–QM9 overlap
CCOC(=O)C1CC1,14.657,114.14240000000004,114.06807956,12.312118,-328.1484,PQR–QM9 overlap
CCOC(=O)C1CCC1,11.445,128.16898000000003,128.083729624,14.01939,-389.54567,PQR–QM9 overlap
CCOC(=O)C=O,12.706,102.08864000000004,102.031694052,9.337039,-472.79872,PQR–QM9 overlap
CCOC(=O)CC,14.951,102.13170000000004,102.06807956,10.870457,-455.52483,PQR–QM9 overlap
CCOC(=O)CC#N,14.896,113.11458000000005,113.047678469,11.13895,-279.1875,PQR–QM9 overlap
CCOC(=O)CC(C)C,11.84,130.18486000000004,130.099379688,14.469497,-500.5928,PQR–QM9 overlap
CCOC(=O)CN,13.760000000000002,103.11976000000004,103.063328533,10.282,-401.06002,PQR–QM9 overlap
CCOC(=O)CN(C)C,10.287,131.17292,131.094628661,13.924136,-399.48008,PQR–QM9 overlap
CCOC(=O)N(C)C,10.044,117.14634000000004,117.078978597,12.186688,-415.43937,PQR–QM9 overlap
CCOC(=O)NC,10.585,103.11976000000004,103.063328533,10.268175,-418.33651,PQR–QM9 overlap
CCOC(C)(C)C,12.32,102.17476000000008,102.104465068,12.449345,-315.3494,PQR–QM9 overlap
CCOC(C)C,12.012,88.14818000000007,88.088815004,10.641047,-281.16714,PQR–QM9 overlap
CCOC1(C)CC1,11.792000000000002,100.15888000000008,100.088815004,12.071805,-160.45706,PQR–QM9 overlap
CCOC1(C)CCC1,11.962,114.18546000000008,114.104465068,13.780693,-231.76433,PQR–QM9 overlap
CCOC1CC1,11.553,86.13230000000006,86.07316494,10.271549,-120.48805,PQR–QM9 overlap
CCOC1CCC1,11.956,100.15888000000008,100.088815004,11.968144,-194.04734,PQR–QM9 overlap
CCOC1CCCC1,11.98,114.18546000000008,114.104465068,13.771961,-272.63389,PQR–QM9 overlap
CCOC1CCCCC1,11.86,128.2120400000001,128.120115132,15.664888,-302.8689,PQR–QM9 overlap
CCOC=O,14.933,74.07854000000002,74.036779432,7.167981,-383.40186,PQR–QM9 overlap
CCOCC,11.991,74.12160000000006,74.07316494,8.820563,-246.27913,PQR–QM9 overlap
CCOCC(C)(C)C,11.942,116.20134000000007,116.120115132,14.267496,-316.98128,PQR–QM9 overlap
CCOCC(C)C,11.956,102.17476000000008,102.104465068,12.472526,-291.37019,PQR–QM9 overlap
CCOCC(F)(F)F,11.547999999999998,128.0929896,128.044899504,8.938103,-884.13603,PQR–QM9 overlap
CCOCCC(C)(C)C,11.938,130.22792000000007,130.135765196,16.119684,-336.25795,PQR–QM9 overlap
CCOCCC(C)C,11.946,116.20134000000007,116.120115132,14.317786,-311.45113,PQR–QM9 overlap
CCOCCCC(C)C,11.948,130.22792000000007,130.135765196,16.157601,-332.4381,PQR–QM9 overlap
CCOCCCOCC,12.06,132.20074000000002,132.115029752,15.053317,-435.03347,PQR–QM9 overlap
CCOCCOCC,11.467,118.17416000000006,118.099379688,13.201369,-413.12017,PQR–QM9 overlap
CCOCc1ccco1,9.391,126.15310000000004,126.06807956,13.921933,-222.80381,PQR–QM9 overlap
CCOc1ccccc1,9.143,122.16440000000004,122.07316494,14.976738,-102.19414,PQR–QM9 overlap
CCc1c(C)c[nH]c1C,9.355,123.19552000000007,123.104799421,15.65266,-21.95177,PQR–QM9 overlap
CCc1ccccc1,9.712,106.16500000000003,106.07825032,14.125841,40.14656,PQR–QM9 overlap
CCc1ccccc1C,9.334,120.19158000000006,120.093900384,15.997212,-1.23428,PQR–QM9 overlap
CCc1ccccc1O,12.204,122.16440000000006,122.07316494,14.827776,-142.80388,PQR–QM9 overlap
CCc1ccccn1,9.776000000000002,107.15306000000004,107.073499293,13.367734,71.23617,PQR–QM9 overlap
CCc1ccnn1C,9.928999999999998,110.15700000000004,110.08439833,13.07448,142.5573,PQR–QM9 overlap
CN1C(=O)C=CC1=O,11.876,111.09870000000002,111.032028405,11.10426,-212.58846,PQR–QM9 overlap
CN1C(=O)CCC1=O,13.451,113.11458000000005,113.047678469,11.385432,-382.55582,PQR–QM9 overlap
CN1CC(=O)NC(=O)C1,9.984,128.12922000000003,128.058577506,12.631605,-334.75217,PQR–QM9 overlap
CN1CCC(=O)CC1,13.027,113.15764000000006,113.084063977,12.775758,-192.70853,PQR–QM9 overlap
CNC(=O)C(=O)NC,10.559,116.11852000000005,116.058577506,11.294642,-342.61803,PQR–QM9 overlap
CNC(=O)C(C)(C)C,14.118,115.17352000000004,115.099714041,13.196751,-297.4052,PQR–QM9 overlap
CNC(=O)C(C)C,14.15,101.14694000000004,101.084063977,11.420133,-275.0248,PQR–QM9 overlap
CNC(=O)C1(C)CC1,14.04,113.15764000000004,113.084063977,12.835364,-154.43071,PQR–QM9 overlap
CNC(=O)C1(C)CCC1,14.082,127.18422000000004,127.099714041,14.5315,-217.28958,PQR–QM9 overlap
CNC(=O)C1CC1,13.868,99.13106000000003,99.068413913,11.008177,-126.148,PQR–QM9 overlap
CNC(=O)C1CCC1,14.093,113.15764000000004,113.084063977,12.718982,-188.9251,PQR–QM9 overlap
CNC(=O)C1CCCC1,14.106000000000002,127.18422000000004,127.099714041,14.536813,-262.15542,PQR–QM9 overlap
CNC(=O)CC(=O)NC,10.737,130.1451,130.07422757,12.866927,-411.5702,PQR–QM9 overlap
CNC(=O)CC(C)(C)C,14.175,129.20010000000005,129.115364105,15.013996,-320.28261,PQR–QM9 overlap
CNC(=O)CC(C)C,14.158,115.17352000000004,115.099714041,13.230857,-299.11498,PQR–QM9 overlap
CNC(=O)CCC(C)C,14.167000000000002,129.20010000000005,129.115364105,15.065816,-316.37417,PQR–QM9 overlap
CNC(=O)N(C)C,10.523,102.13500000000003,102.07931295,10.863146,-210.38089,PQR–QM9 overlap
CNC(=O)NC,14.188,88.10842000000004,88.063662886,8.959693,-212.45392,PQR–QM9 overlap
CNC=O,14.102,59.0672,59.037113785,5.968429,-183.37236,PQR–QM9 overlap
CNC=O,10.558,59.0672,59.037113785,5.527437,-101.75394,PQR–QM9 overlap
CNCC(=O)OC,10.026,103.11976000000004,103.063328533,10.271835,-371.16671,PQR–QM9 overlap
CNc1ccccc1,8.694,107.15306000000004,107.073499293,13.781793,92.1022,PQR–QM9 overlap
CO,16.599,32.04186000000001,32.026214748,3.213009,-204.75811,PQR–QM9 overlap
COC,12.112,46.06843999999999,46.041864812,5.103928,-188.28735,PQR–QM9 overlap
COC(=O)C(=O)OC,10.905,118.08804000000002,118.026608672,10.100213,-662.45327,PQR–QM9 overlap
COC(=O)C(C)(C)C,11.412,116.15828000000003,116.083729624,12.626804,-470.62832,PQR–QM9 overlap
COC(=O)C(C)C,11.489,102.13170000000004,102.06807956,10.8184,-446.70776,PQR–QM9 overlap
COC(=O)C(F)(F)F,14.494,128.0499296,128.008513996,7.378396,-992.69185,PQR–QM9 overlap
COC(=O)C1(C)CC1,14.608,114.14240000000004,114.06807956,12.25779,-321.58977,PQR–QM9 overlap
COC(=O)C1(C)CCC1,11.37,128.16898000000003,128.083729624,13.945946,-386.29399,PQR–QM9 overlap
COC(=O)C1CC1,11.355,100.11582000000004,100.052429496,10.428345,-296.35776,PQR–QM9 overlap
COC(=O)C1CCC1,11.455,114.14240000000004,114.06807956,12.140373,-357.55598,PQR–QM9 overlap
COC(=O)C1CCCC1,11.508,128.16898000000003,128.083729624,13.961021,-433.63286,PQR–QM9 overlap
COC(=O)CC#N,11.896,99.08800000000002,99.032028405,9.242659,-246.31733,PQR–QM9 overlap
COC(=O)CC(=O)OC,11.833,132.11461999999997,132.042258736,11.71884,-725.71775,PQR–QM9 overlap
COC(=O)CC(C)(C)C,14.847,130.18486,130.099379688,14.425743,-494.63025,PQR–QM9 overlap
COC(=O)CC(C)C,11.637,116.15828000000003,116.083729624,12.636171,-469.43501,PQR–QM9 overlap
COC(=O)CCC(C)C,11.636,130.18486,130.099379688,14.486481,-489.08432,PQR–QM9 overlap
COC(=O)CN,13.747,89.09318000000003,89.047678469,8.394811,-368.55542,PQR–QM9 overlap
COC(=O)CN(C)C,10.263,117.14634000000004,117.078978597,12.089689,-365.05097,PQR–QM9 overlap
COC(=O)CO,11.602,90.07794000000004,90.031694052,7.741248,-552.27588,PQR–QM9 overlap
COC(=O)c1cn[nH]n1,9.942,127.1014,127.038176415,11.383768,-62.86604,PQR–QM9 overlap
COC(C)(C)C,12.096,88.14818000000005,88.088815004,10.590388,-285.38262,PQR–QM9 overlap
COC(C)C,12.088,74.12160000000002,74.07316494,8.785141,-251.782,PQR–QM9 overlap
COC1(C)CC1,11.89,86.13230000000006,86.07316494,10.213502,-130.25584,PQR–QM9 overlap
COC1(C)CCC1,12.018,100.15888000000008,100.088815004,11.920959,-201.17449,PQR–QM9 overlap
COC1=NCCN1,13.223,100.11912000000004,100.063662886,10.358354,-69.06387,PQR–QM9 overlap
COC1CC1,11.599,72.10572000000005,72.057514876,8.403067,-90.78862,PQR–QM9 overlap
COC1CCC(=O)CC1,10.812,128.16898000000006,128.083729624,14.031154,-403.33509,PQR–QM9 overlap
COC1CCC1,12.019,86.13230000000006,86.07316494,10.110347,-164.7237,PQR–QM9 overlap
COC1CCCC1,12.038,100.15888000000008,100.088815004,11.914254,-243.11252,PQR–QM9 overlap
COC1CCCCC1,11.921,114.18546000000008,114.104465068,13.799044,-273.45832,PQR–QM9 overlap
COC=O,11.636,60.051959999999994,60.021129368,5.292462,-351.32944,PQR–QM9 overlap
COCC#N,10.998,71.07790000000003,71.037113785,7.190748,-40.98435,PQR–QM9 overlap
COCC(=O)OC,14.395,104.10452000000004,104.047344116,9.683974,-518.22848,PQR–QM9 overlap
COCC(C)(C)C,11.993,102.17476000000008,102.104465068,12.415514,-287.16055,PQR–QM9 overlap
COCC(C)C,12.013000000000002,88.14818000000007,88.088815004,10.615044,-262.0131,PQR–QM9 overlap
COCC1CC1,11.779,86.13230000000004,86.07316494,10.219523,-113.42198,PQR–QM9 overlap
COCC=O,13.786,74.07854000000003,74.036779432,7.147901,-285.12425,PQR–QM9 overlap
COCCC#N,11.328,85.10448000000004,85.052763849,8.997393,-80.1552,PQR–QM9 overlap
COCCC(C)(C)C,11.995,116.20134000000007,116.120115132,14.257007,-307.24103,PQR–QM9 overlap
COCCC(C)C,12.004,102.17476000000008,102.104465068,12.455674,-282.333,PQR–QM9 overlap
COCCCC(C)C,12.008,116.20134000000007,116.120115132,14.292229,-303.26483,PQR–QM9 overlap
COCCO,0.0,76.09442000000003,76.052429496,7.359229,-185.75766,PQR–QM9 overlap
COCCO,12.028,76.09442000000004,76.052429496,7.544534,-383.15276,PQR–QM9 overlap
COCCOC,11.511,90.12100000000004,90.06807956,9.462701,-354.71361,PQR–QM9 overlap
COCCOCCC=O,13.842,132.15768,132.078644244,13.368593,-501.95377,PQR–QM9 overlap
COCCOCCO,11.333,120.14698000000006,120.078644244,11.919884,-538.23152,PQR–QM9 overlap
COCCOCCOC,11.255999999999998,134.17355999999998,134.094294308,13.850676,-521.30025,PQR–QM9 overlap
COCc1ccccc1,9.502,122.16440000000006,122.07316494,14.864196,-74.12201,PQR–QM9 overlap
COc1ccccc1,9.169,108.13782000000003,108.057514876,13.050763,-71.4032,PQR–QM9 overlap
COc1ccccc1C,9.08,122.16440000000006,122.07316494,14.950506,-107.9533,PQR–QM9 overlap
COc1ccccc1N,8.455,123.15246000000003,123.068413913,14.451861,-65.19595,PQR–QM9 overlap
COc1ccccc1O,8.443,124.13722000000004,124.052429496,13.787052,-241.94987,PQR–QM9 overlap
COc1cccnc1,8.814,109.12588000000004,109.052763849,12.34908,-26.61019,PQR–QM9 overlap
COc1cccnc1N,8.167,124.14052000000004,124.063662886,13.830964,-31.23996,PQR–QM9 overlap
COc1ccncc1,12.552,109.12588000000004,109.052763849,12.257237,-39.60319,PQR–QM9 overlap
Cc1c(N)cccc1F,8.452,125.14352320000005,125.064077481,13.779884,-143.15158,PQR–QM9 overlap
Cc1ccc(=O)[nH]c1,11.48,110.13382,0.0,0.0,-121.71757,PQR–QM9 overlap
Cc1cccc(=O)[nH]1,11.663,109.12588000000004,109.052763849,12.5373,-132.29274,PQR–QM9 overlap
Cc1ccccc1,9.443,92.13842000000004,92.062600256,12.269916,55.21931,PQR–QM9 overlap
Cc1ccccc1C,9.31,106.16500000000003,106.07825032,14.171784,20.0706,PQR–QM9 overlap
Cc1ccccc1C,7.405999999999999,106.16500000000003,106.07825032,14.771227,377.89513,PQR–QM9 overlap
Cc1ccccc1F,9.292,110.12888320000005,110.053178444,12.344571,-141.37533,PQR–QM9 overlap
Cc1ccccc1N,11.748,107.15306000000004,107.073499293,13.697919,54.9739,PQR–QM9 overlap
Cc1ccccc1O,12.194,108.13782000000003,108.057514876,12.978981,-129.17403,PQR–QM9 overlap
Cc1cccnc1,12.694,93.12648000000004,93.057849229,11.530702,92.32417,PQR–QM9 overlap
Cc1cccnc1N,8.791,108.14112000000004,108.068748266,12.991211,83.3354,PQR–QM9 overlap
Cc1ccco1,12.761,82.10054000000004,82.041864812,9.466264,-68.60876,PQR–QM9 overlap
Cc1ccn[nH]1,10.029,82.10384000000003,82.053098202,9.285823,146.12298,PQR–QM9 overlap
Cc1ccncc1N,11.667,108.14112000000004,108.068748266,12.990936,94.51766,PQR–QM9 overlap
Cc1ccno1,10.218,83.08860000000003,83.037113785,8.752546,47.52481,PQR–QM9 overlap
Cc1ccon1,13.497,83.0886,83.03711379,8.62953,55.33687,PQR–QM9 overlap
Cc1nccn1CCO,12.868,126.15640000000003,126.07931295,13.688725,-87.76591,PQR–QM9 overlap
Cc1nonc1C,13.26,98.10324000000004,98.048012822,9.927648,120.01892,PQR–QM9 overlap
Cn1cccc1,9.711,81.11578000000004,81.057849229,10.067352,107.67504,PQR–QM9 overlap
Cn1cccn1,9.991,82.10384000000003,82.053098202,9.325839,186.61366,PQR–QM9 overlap
Cn1cncc1C=O,12.274,110.11394000000004,110.048012822,11.671547,20.01695,PQR–QM9 overlap
FC(F)(F)F,19.341,88.0043128,87.99361288,2.734437,-903.47633,PQR–QM9 overlap
Fc1ccccc1,9.449000000000002,96.10230320000002,96.03752838,10.419515,-102.91102,PQR–QM9 overlap
Fc1ccccc1F,9.326,114.09276640000002,114.028106568,10.497233,-286.66813,PQR–QM9 overlap
Fc1cncnc1,12.593,98.07842320000002,98.028026326,8.931626,-7.99345,PQR–QM9 overlap
N,7.234,17.03052,17.026549101,1.298245,616.54594,PQR–QM9 overlap
N,14.423,17.030520000000003,17.026549101,1.877778,-17.82555,PQR–QM9 overlap
N#CC#CC#N,12.57,76.0562,76.00614801,8.708902,529.71536,PQR–QM9 overlap
N#CC#N,15.739,52.0348,52.00614801,4.968501,299.09378,PQR–QM9 overlap
N#CC(=O)C#N,9.899,80.0449,80.00106263,7.027455,200.29437,PQR–QM9 overlap
N#CC(F)(F)F,16.925,95.0233096,94.998283665,4.746073,-495.26225,PQR–QM9 overlap
N#CC1=CCCC1,12.853,93.12648000000004,93.057849229,11.51784,143.74432,PQR–QM9 overlap
N#CC1=CCCCC1,9.97,107.15306000000004,107.073499293,13.383548,105.03641,PQR–QM9 overlap
N#CC1CC1,15.541,67.08920000000002,67.042199165,7.98655,184.40308,PQR–QM9 overlap
N#CC1CCC1,12.534,81.11578,81.057849229,9.6925,120.46936,PQR–QM9 overlap
N#CC1CCCC1,12.452,95.14236000000004,95.073499293,11.481753,45.31545,PQR–QM9 overlap
N#CC1CCCCC1,15.662,109.16894000000003,109.089149357,13.350931,13.94799,PQR–QM9 overlap
N#CCC#N,13.001,66.0614,66.02179807,6.31712,241.20963,PQR–QM9 overlap
N#CCCC#N,13.112,80.08795999999998,80.037448138,8.540507,205.75724,PQR–QM9 overlap
N#CCCCCC#N,13.151,108.14112000000004,108.068748266,12.284882,150.87009,PQR–QM9 overlap
N#CCCNCCC#N,13.882,123.15576000000004,123.079647303,13.557298,206.63991,PQR–QM9 overlap
N#CCN1CCCCC1,10.447,124.18358000000006,124.100048394,14.666597,95.83793,PQR–QM9 overlap
N#CCc1ccccc1,9.842,117.14788000000004,117.057849229,14.379743,197.18339,PQR–QM9 overlap
N#Cc1ccccc1,9.497,103.12130000000002,103.042199165,12.74277,223.99289,PQR–QM9 overlap
N#Cc1ccccc1N,11.341,118.13594000000003,118.053098202,14.242413,209.86572,PQR–QM9 overlap
N#Cc1ccccc1O,8.91,119.12070000000004,119.037113785,13.483516,39.08078,PQR–QM9 overlap
N#Cc1n[nH]nc1C#N,11.89,119.08424,119.023195057,11.280151,582.5235,PQR–QM9 overlap
N=c1ccccoc1=O,12.072,123.10940000000002,123.032028405,12.801711,-66.9416,PQR–QM9 overlap
NC(=O)C1CC1,14.602,85.10448000000004,85.052763849,9.087477,-125.96598,PQR–QM9 overlap
NC(=O)C1CCC1,14.592,99.13106000000003,99.068413913,10.797661,-189.53734,PQR–QM9 overlap
NC(=O)C1CCCC1,14.632,113.15764000000004,113.084063977,12.6165,-264.49253,PQR–QM9 overlap
NC(=O)C1CCCCC1,11.665,127.18422000000008,127.099714041,14.450339,-291.78998,PQR–QM9 overlap
NC(=O)CO,14.588,75.06660000000002,75.032028405,6.4232700000000005,-387.64146,PQR–QM9 overlap
NC(=O)N1CC1,10.838,86.09254000000003,86.048012822,8.494198,-53.38903,PQR–QM9 overlap
NC(=O)OCCO,14.538,105.09258000000004,105.042593089,8.946524,-573.90911,PQR–QM9 overlap
NC(=O)c1ccccc1,12.601,121.13658000000002,121.052763849,13.716543,-82.07536,PQR–QM9 overlap
NC(=O)c1ccccn1,12.433,122.12464000000004,122.048012822,12.990177,-46.75658,PQR–QM9 overlap
NC(=O)c1cccnc1,12.629,122.12464000000004,122.048012822,12.99156,-44.7469,PQR–QM9 overlap
NC(=O)c1ccco1,9.164,111.09870000000002,111.032028405,11.019515,-197.86872,PQR–QM9 overlap
NC(=O)c1ccncc1,9.766,122.12464,122.048012822,12.982924,-41.53344,PQR–QM9 overlap
NC(=O)c1cnc[nH]1,9.293,111.10200000000005,111.043261795,10.825427,-45.11134,PQR–QM9 overlap
NC(=O)c1ncc[nH]1,9.264,111.10200000000005,111.043261795,10.847316,-44.29222,PQR–QM9 overlap
NC=O,14.616,45.04062,45.021463721,4.01904,-184.50564,PQR–QM9 overlap
NCC(F)(F)F,14.674,99.0550696,99.029583793,5.80685,-689.31299,PQR–QM9 overlap
Nc1ccccc1,11.791,93.12648000000004,93.057849229,11.809364,88.78185,PQR–QM9 overlap
Nc1ccccc1F,8.64,111.1169,111.04842742,12.21895,-98.4294,PQR–QM9 overlap
Nc1ccccc1N,8.440000000000001,108.14112000000004,108.068748266,13.14611,97.06942,PQR–QM9 overlap
Nc1ccccc1O,11.438,109.12588000000004,109.052763849,12.547601,-87.49128,PQR–QM9 overlap
Nc1cccccc1=O,10.928999999999998,121.13658000000004,121.052763849,14.563254,32.76233,PQR–QM9 overlap
Nc1ccccn1,11.866,94.11454000000003,94.053098202,11.083391,117.79152,PQR–QM9 overlap
Nc1ccn[nH]1,12.613,83.09190000000002,83.048347175,8.687859,198.05684,PQR–QM9 overlap
Nc1ccncn1,9.178,95.10260000000002,95.048347175,10.251917,143.8422,PQR–QM9 overlap
Nc1cnccn1,11.685,95.10260000000002,95.048347175,10.452512,173.78372,PQR–QM9 overlap
Nc1cnco1,12.128,84.07666000000002,84.032362758,8.224951,3.73666,PQR–QM9 overlap
Nc1nccnn1,11.854,96.09066,96.043596148,9.712906,255.5228,PQR–QM9 overlap
Nc1ncco1,12.362,84.07666000000002,84.032362758,8.15199,4.87052,PQR–QM9 overlap
Nc1nonc1N,11.991,100.07936000000002,100.038510768,8.790754,219.29901,PQR–QM9 overlap
O,0.0,18.01528,18.010564684,1.02389,30.36326,PQR–QM9 overlap
O,15.865,18.01528,18.010564684,1.33256,-241.83384,PQR–QM9 overlap
O,0.0,18.01528,18.010564684,1.024066,30.36328,PQR–QM9 overlap
O,15.865,18.01528,18.010564684,1.332565,-241.83384,PQR–QM9 overlap
O,15.864,18.01528,18.010564684,1.425351,-241.83384,PQR–QM9 overlap
O,15.865,18.01528,18.010564684,1.33256,-241.83384,PQR–QM9 overlap
O=C(C1CC1)C1CC1,13.651,110.15370000000006,110.07316494,13.003173,-17.97607,PQR–QM9 overlap
O=C(N1CC1)N1CC1,13.330000000000002,112.12982000000004,112.063662886,11.84185,150.9267,PQR–QM9 overlap
O=C1C=CC(=O)C1,12.258,96.08406000000002,96.021129368,9.814252,-203.46281,PQR–QM9 overlap
O=C1C=CC(=O)N1,12.423,97.07212,97.016378341,9.214014,-211.56383,PQR–QM9 overlap
